timestamp,signal,frequency,gain
2022-07-05 14:13:02.397762,False,0,75
2022-07-05 14:13:31.115688,True,1350000,75
2022-07-05 14:13:32.229458,False,0,0
2022-07-05 14:13:32.887651,False,0,0
2022-07-05 14:13:33.523342,False,0,0
2022-07-05 14:13:34.158401,False,0,0
2022-07-05 14:13:34.792830,False,0,0
2022-07-05 14:13:35.424858,False,0,0
2022-07-05 14:13:36.064154,False,0,0
2022-07-05 14:13:36.719479,False,0,0
2022-07-05 14:13:37.352782,False,0,0
2022-07-05 14:13:38.010870,False,0,0
2022-07-05 14:13:40.509710,True,150000,0
2022-07-05 14:13:41.000297,True,149000,0
2022-07-05 14:13:41.663710,True,149100,0
2022-07-05 14:13:42.321221,True,149200,0
2022-07-05 14:13:42.971576,True,149300,0
2022-07-05 14:13:43.612981,True,149400,0
2022-07-05 14:13:44.268054,True,149500,0
2022-07-05 14:13:44.914270,True,149600,0
2022-07-05 14:13:45.564011,True,149700,0
2022-07-05 14:13:46.207376,True,149800,0
2022-07-05 14:13:46.865406,True,149900,0
2022-07-05 14:13:47.518522,True,150000,0
2022-07-05 14:13:48.167068,True,150100,0
2022-07-05 14:13:48.815148,True,150200,0
2022-07-05 14:13:49.473257,True,150300,0
2022-07-05 14:13:50.135846,True,150400,0
2022-07-05 14:13:50.783242,True,150500,0
2022-07-05 14:13:51.439313,True,150600,0
2022-07-05 14:13:52.097142,True,150700,0
2022-07-05 14:13:52.753692,True,150800,0
2022-07-05 14:13:53.404757,True,150900,0
2022-07-05 14:13:54.052245,True,151000,0
2022-07-05 14:13:54.702927,True,151100,0
2022-07-05 14:13:55.356187,True,151200,0
2022-07-05 14:13:56.001218,True,151300,0
2022-07-05 14:13:56.657307,True,151400,0
2022-07-05 14:13:57.302608,True,151500,0
2022-07-05 14:13:57.965096,True,151600,0
2022-07-05 14:13:58.611261,True,151700,0
2022-07-05 14:13:59.283429,True,151800,0
2022-07-05 14:13:59.931143,True,151900,0
2022-07-05 14:14:00.569232,True,152000,0
2022-07-05 14:14:01.234225,True,152100,0
2022-07-05 14:14:01.905609,True,152200,0
2022-07-05 14:14:02.559408,True,152300,0
2022-07-05 14:14:03.230431,True,152400,0
2022-07-05 14:14:03.880707,True,152500,0
2022-07-05 14:14:04.538187,True,152600,0
2022-07-05 14:14:05.192583,True,152700,0
2022-07-05 14:14:05.839621,True,152800,0
2022-07-05 14:14:06.489662,True,152900,0
2022-07-05 14:14:07.146379,True,153000,0
2022-07-05 14:14:07.801713,True,153100,0
2022-07-05 14:14:08.450554,True,153200,0
2022-07-05 14:14:09.107410,True,153300,0
2022-07-05 14:14:09.752410,True,153400,0
2022-07-05 14:14:10.412127,True,153500,0
2022-07-05 14:14:11.074471,True,153600,0
2022-07-05 14:14:11.734075,True,153700,0
2022-07-05 14:14:12.380796,True,153800,0
2022-07-05 14:14:13.037553,True,153900,0
2022-07-05 14:14:13.700452,True,154000,0
2022-07-05 14:14:14.029301,True,154000,0
2022-07-05 14:14:14.463539,True,154000,0
2022-07-05 14:14:15.111975,True,153900,0
2022-07-05 14:14:15.766930,True,153800,0
2022-07-05 14:14:16.419382,True,153700,0
2022-07-05 14:14:17.071825,True,153600,0
2022-07-05 14:14:17.719589,True,153500,0
2022-07-05 14:14:18.379969,True,153400,0
2022-07-05 14:14:19.026959,True,153300,0
2022-07-05 14:14:19.682716,True,153200,0
2022-07-05 14:14:20.345936,True,153100,0
2022-07-05 14:14:20.994180,True,153000,0
2022-07-05 14:14:21.650954,True,152900,0
2022-07-05 14:14:22.314282,True,152800,0
2022-07-05 14:14:22.971172,True,152700,0
2022-07-05 14:14:23.615875,True,152600,0
2022-07-05 14:14:24.273705,True,152500,0
2022-07-05 14:14:24.927755,True,152400,0
2022-07-05 14:14:25.582220,True,152300,0
2022-07-05 14:14:26.237875,True,152200,0
2022-07-05 14:14:26.886836,True,152100,0
2022-07-05 14:14:27.540616,True,152000,0
2022-07-05 14:14:28.203234,True,151900,0
2022-07-05 14:14:28.862950,True,151800,0
2022-07-05 14:14:29.508090,True,151700,0
2022-07-05 14:14:30.166735,True,151600,0
2022-07-05 14:14:30.816238,True,151500,0
2022-07-05 14:14:31.474270,True,151400,0
2022-07-05 14:14:32.121953,True,151300,0
2022-07-05 14:14:32.764676,True,151200,0
2022-07-05 14:14:33.423985,True,151100,0
2022-07-05 14:14:34.085405,True,151000,0
2022-07-05 14:14:34.737137,True,150900,0
2022-07-05 14:14:35.393559,True,150800,0
2022-07-05 14:14:36.053128,True,150700,0
2022-07-05 14:14:36.735181,True,150600,0
2022-07-05 14:14:37.397572,True,150500,0
2022-07-05 14:14:38.042125,True,150400,0
2022-07-05 14:14:38.706116,True,150300,0
2022-07-05 14:14:39.365079,True,150200,0
2022-07-05 14:14:40.010102,True,150100,0
2022-07-05 14:14:40.670113,True,150000,0
2022-07-05 14:14:41.311610,True,149900,0
2022-07-05 14:14:41.960580,True,149800,0
2022-07-05 14:14:42.615386,True,149700,0
2022-07-05 14:14:43.263971,True,149600,0
2022-07-05 14:14:43.921090,True,149500,0
2022-07-05 14:14:44.571564,True,149400,0
2022-07-05 14:14:45.231055,True,149300,0
2022-07-05 14:14:45.883117,True,149200,0
2022-07-05 14:14:46.530582,True,149100,0
2022-07-05 14:14:47.187273,True,149000,0
