timestamp,signal,frequency,gain
2022-06-24 14:08:46.987642,False,0,0
2022-06-24 14:08:48.907776,False,0,51
2022-06-24 14:08:55.591655,True,1050500,51
2022-06-24 14:08:55.611655,True,1050500,51
2022-06-24 14:08:58.994680,False,0,51
2022-06-24 14:08:59.016682,False,0,51
2022-06-24 14:09:00.442224,True,1050500,51
2022-06-24 14:09:00.463225,True,1050500,51
2022-06-24 14:09:11.137737,True,1000000,65
2022-06-24 14:09:17.143054,False,0,65
2022-06-24 14:09:19.441228,True,1000000,65
2022-06-24 14:09:40.448311,False,0,10
