timestamp,signal,frequency,gain
2022-07-05 13:36:19.506519,False,0,100
2022-07-05 13:36:23.205866,False,0,0
2022-07-05 13:36:23.779793,False,0,0
2022-07-05 13:36:24.323164,False,0,0
2022-07-05 13:36:24.872644,False,0,0
2022-07-05 13:36:25.418157,False,0,0
2022-07-05 13:36:25.964472,False,0,0
2022-07-05 13:36:26.511061,False,0,0
2022-07-05 13:36:27.055659,False,0,0
2022-07-05 13:36:27.604774,False,0,0
2022-07-05 13:36:28.149823,False,0,0
2022-07-05 13:36:28.691220,False,0,0
2022-07-05 13:36:29.239476,False,0,0
2022-07-05 13:36:30.141345,False,0,100
2022-07-05 13:36:30.701566,False,0,100
2022-07-05 13:36:30.938934,False,0,100
2022-07-05 13:36:32.093017,False,0,0
2022-07-05 13:36:32.653413,False,0,0
2022-07-05 13:36:33.196343,False,0,0
2022-07-05 13:36:33.745473,False,0,0
2022-07-05 13:36:34.291226,False,0,0
2022-07-05 13:36:34.840130,False,0,0
2022-07-05 13:36:35.387069,False,0,0
2022-07-05 13:36:36.417892,False,0,0
2022-07-05 13:36:49.604671,True,750000,0
2022-07-05 13:36:50.059820,True,50000,0
2022-07-05 13:36:50.620199,True,150000,0
2022-07-05 13:36:51.163946,True,250000,0
2022-07-05 13:36:51.709980,True,350000,0
2022-07-05 13:36:52.249826,True,450000,0
2022-07-05 13:36:52.798914,True,550000,0
2022-07-05 13:36:53.360468,True,650000,0
2022-07-05 13:36:53.906335,True,750000,0
2022-07-05 13:36:54.451227,True,850000,0
2022-07-05 13:36:54.995457,True,950000,0
2022-07-05 13:36:55.543333,True,1050000,0
2022-07-05 13:36:56.087066,True,1150000,0
2022-07-05 13:36:56.989710,False,0,100
2022-07-05 13:36:57.539037,False,0,100
2022-07-05 13:36:57.774793,False,0,100
2022-07-05 13:36:58.300326,False,0,100
2022-07-05 13:37:04.855452,True,1350000,100
2022-07-05 13:37:05.613592,False,0,0
2022-07-05 13:37:06.144243,False,0,0
2022-07-05 13:37:06.690819,False,0,0
2022-07-05 13:37:07.233787,False,0,0
2022-07-05 13:37:07.778143,False,0,0
2022-07-05 13:37:08.320175,False,0,0
2022-07-05 13:37:08.881560,False,0,0
2022-07-05 13:37:09.422040,False,0,0
2022-07-05 13:37:09.967438,False,0,0
2022-07-05 13:37:10.515499,False,0,0
2022-07-05 13:37:11.079725,False,0,0
2022-07-05 13:37:11.623341,False,0,0
2022-07-05 13:37:12.527679,False,0,100
2022-07-05 13:37:13.076164,False,0,100
2022-07-05 13:37:13.593147,False,0,100
