timestamp,signal,frequency,gain
2022-06-28 11:19:08.007414,False,0,36
2022-06-28 11:19:14.654554,False,0,10
2022-06-28 11:19:16.278125,False,0,20
2022-06-28 11:19:16.296129,False,0,20
2022-06-28 11:19:16.405142,False,0,30
2022-06-28 11:19:17.796509,False,0,40
2022-06-28 11:19:19.020427,True,600300,40
2022-06-28 11:19:21.105939,True,600400,40
2022-06-28 11:19:21.974240,True,600500,40
2022-06-28 11:19:22.618287,True,600600,40
2022-06-28 11:19:23.483357,True,600700,40
2022-06-28 11:19:24.229543,True,600800,40
2022-06-28 11:19:24.986534,True,600900,40
2022-06-28 11:19:25.623414,True,601000,40
2022-06-28 11:19:26.479780,True,601100,40
2022-06-28 11:19:32.088978,True,601100,58
2022-06-28 11:19:37.483360,True,601100,36
2022-06-28 11:19:40.755529,True,601200,36
2022-06-28 11:19:41.170560,True,601300,36
2022-06-28 11:19:41.289569,True,601400,36
2022-06-28 11:19:47.124656,True,701400,36
2022-06-28 11:19:47.988174,True,801400,36
2022-06-28 11:19:48.863627,True,901400,36
2022-06-28 11:19:49.610402,True,1001400,36
2022-06-28 11:19:50.479408,True,1101400,36
2022-06-28 11:19:51.111665,True,1201400,36
2022-06-28 11:19:51.776789,True,1301400,36
2022-06-28 11:19:52.536023,True,1401400,36
2022-06-28 11:19:53.294478,True,1501400,36
2022-06-28 11:19:54.050951,True,1601400,36
2022-06-28 11:19:54.809675,True,1701400,36
2022-06-28 11:19:55.572012,True,1801400,36
2022-06-28 11:19:56.327764,True,1901400,36
2022-06-28 11:19:57.179790,True,2001400,36
2022-06-28 11:19:57.606043,True,2101400,36
2022-06-28 11:19:58.031948,True,2201400,36
2022-06-28 11:19:58.454466,True,2301400,36
2022-06-28 11:19:58.878136,True,2401400,36
2022-06-28 11:19:59.302334,True,2501400,36
2022-06-28 11:19:59.729644,True,2601400,36
2022-06-28 11:20:00.156301,True,2701400,36
2022-06-28 11:20:00.572823,True,2801400,36
2022-06-28 11:20:00.999770,True,2901400,36
2022-06-28 11:20:01.412913,True,3001400,36
2022-06-28 11:20:01.838801,True,3101400,36
2022-06-28 11:20:02.258936,True,3201400,36
2022-06-28 11:20:02.682304,True,3301400,36
2022-06-28 11:20:03.105328,True,3401400,36
2022-06-28 11:20:03.531424,True,3501400,36
2022-06-28 11:20:03.952235,True,3601400,36
2022-06-28 11:20:04.374365,True,3701400,36
2022-06-28 11:20:04.802059,True,3801400,36
2022-06-28 11:20:05.213944,True,3901400,36
2022-06-28 11:20:05.626974,True,4001400,36
2022-06-28 11:20:06.055391,True,4101400,36
2022-06-28 11:20:06.468894,True,4201400,36
2022-06-28 11:20:06.883924,True,4301400,36
2022-06-28 11:20:07.309955,True,4401400,36
2022-06-28 11:20:07.736989,True,4501400,36
2022-06-28 11:20:08.162962,True,4601400,36
2022-06-28 11:20:08.577129,True,4701400,36
2022-06-28 11:20:08.993161,True,4801400,36
2022-06-28 11:20:09.420334,True,4901400,36
2022-06-28 11:20:09.842791,True,5001400,36
2022-06-28 11:20:10.255483,True,5101400,36
2022-06-28 11:20:10.681486,True,5201400,36
2022-06-28 11:20:11.103626,True,5301400,36
2022-06-28 11:20:11.528030,True,5401400,36
2022-06-28 11:20:11.653480,True,5501400,36
