timestamp,signal,frequency,gain
2022-07-05 13:58:17.707290,False,0,75
2022-07-05 13:58:21.611121,True,1350000,75
2022-07-05 13:58:24.311801,False,0,0
2022-07-05 13:58:29.897865,False,0,75
2022-07-05 13:58:32.838996,True,1350000,75
2022-07-05 13:58:35.533863,True,1200000,0
2022-07-05 13:58:40.083034,True,1350000,75
2022-07-05 13:58:43.676091,True,1200000,0
2022-07-05 13:58:47.027409,True,1350000,75
2022-07-05 13:58:49.061651,True,1200000,0
2022-07-05 13:58:51.105912,True,1350000,75
2022-07-05 13:58:53.376580,True,1200000,0
2022-07-05 13:58:55.416270,True,1350000,75
2022-07-05 13:59:22.653062,True,1350000,75
2022-07-05 13:59:23.727098,True,50000,0
2022-07-05 13:59:24.259751,True,150000,0
2022-07-05 13:59:24.806061,True,250000,0
2022-07-05 13:59:25.353906,True,350000,0
2022-07-05 13:59:25.899344,True,450000,0
2022-07-05 13:59:26.427988,True,550000,0
2022-07-05 13:59:26.989840,True,650000,0
2022-07-05 13:59:27.532122,True,750000,0
2022-07-05 13:59:28.080392,True,850000,0
2022-07-05 13:59:28.626729,True,950000,0
2022-07-05 13:59:29.174446,True,1050000,0
2022-07-05 13:59:29.715448,True,1150000,0
2022-07-05 13:59:30.888515,True,1250000,75
2022-07-05 13:59:31.433643,True,1350000,75
2022-07-05 13:59:31.667568,True,1350000,75
2022-07-05 13:59:32.198089,False,0,75
2022-07-05 13:59:35.137927,True,1350000,75
2022-07-05 13:59:35.901740,False,0,0
2022-07-05 13:59:36.444776,False,0,0
2022-07-05 13:59:36.988105,False,0,0
2022-07-05 13:59:37.534983,False,0,0
2022-07-05 13:59:38.079872,False,0,0
2022-07-05 13:59:38.620042,False,0,0
2022-07-05 13:59:39.161953,False,0,0
2022-07-05 13:59:39.706847,False,0,0
2022-07-05 13:59:40.255027,False,0,0
2022-07-05 13:59:40.800665,False,0,0
2022-07-05 13:59:41.347120,False,0,0
2022-07-05 13:59:41.897946,False,0,0
2022-07-05 13:59:42.831351,False,0,75
2022-07-05 13:59:43.381199,False,0,75
2022-07-05 13:59:43.614040,False,0,75
2022-07-05 13:59:52.330060,True,1350000,75
2022-07-05 13:59:53.484513,True,1350000,75
2022-07-05 13:59:54.220261,False,0,0
2022-07-05 13:59:54.765445,False,0,0
2022-07-05 13:59:55.307845,False,0,0
2022-07-05 13:59:55.853040,False,0,0
2022-07-05 13:59:56.384627,False,0,0
2022-07-05 13:59:56.922921,False,0,0
2022-07-05 13:59:57.918286,False,0,0
2022-07-05 13:59:59.206813,True,650000,0
2022-07-05 14:00:00.372791,True,650000,0
2022-07-05 14:00:00.791475,True,50000,0
2022-07-05 14:00:01.330469,True,150000,0
2022-07-05 14:00:01.875138,True,250000,0
2022-07-05 14:00:02.420190,True,350000,0
2022-07-05 14:00:02.964831,True,450000,0
2022-07-05 14:00:03.512540,True,550000,0
2022-07-05 14:00:04.064005,True,650000,0
2022-07-05 14:00:04.611489,True,750000,0
2022-07-05 14:00:05.159792,True,850000,0
2022-07-05 14:00:05.708073,True,950000,0
2022-07-05 14:00:06.257230,True,1050000,0
2022-07-05 14:00:06.805756,True,1150000,0
2022-07-05 14:00:07.745097,False,0,75
2022-07-05 14:00:08.289863,False,0,75
2022-07-05 14:00:08.523924,False,0,75
2022-07-05 14:00:09.049484,False,0,75
