timestamp,signal,frequency,gain
2022-06-28 14:17:42.224207,False,0,70
2022-06-28 14:17:45.277060,False,0,0
2022-06-28 14:17:46.778235,False,0,70
2022-06-28 14:17:52.170177,False,0,0
2022-06-28 14:17:56.333346,False,0,70
2022-06-28 14:17:59.610814,False,0,36
2022-06-28 14:18:00.796722,False,0,46
2022-06-28 14:18:01.439878,False,0,56
2022-06-28 14:18:05.680408,True,600300,56
2022-06-28 14:18:08.298313,False,0,56
2022-06-28 14:18:09.488759,True,600300,56
2022-06-28 14:18:14.490675,False,0,56
2022-06-28 14:18:17.101188,True,600300,56
2022-06-28 14:18:22.544734,True,1000000,56
2022-06-28 14:18:30.322111,False,0,0
2022-06-28 14:18:32.493983,False,0,56
2022-06-28 14:19:03.037113,False,0,10
2022-06-28 14:19:54.226041,False,0,100
