timestamp,signal,frequency,gain
2022-06-24 14:05:02.479721,False,0,55
2022-06-24 14:05:06.036590,True,1050500,55
2022-06-24 14:05:06.054591,True,1050500,55
2022-06-24 14:05:07.071544,False,0,55
2022-06-24 14:05:07.091546,False,0,55
2022-06-24 14:05:08.124237,True,1050500,55
2022-06-24 14:05:09.066222,False,0,55
2022-06-24 14:05:09.086221,False,0,55
2022-06-24 14:05:10.386063,True,1050500,55
2022-06-24 14:05:10.406065,True,1050500,55
2022-06-24 14:05:12.094263,False,0,55
2022-06-24 14:05:25.485295,False,0,51
