timestamp,command,argument,signal,frequency,gain
2022-06-29 15:56:52.027407,on,[],True,1200000,100
2022-06-29 15:56:57.192823,hold,"[5, 's']",True,1200000,100
2022-06-29 15:56:57.644643,frequency,1200000,True,1200000,100
2022-06-29 15:56:58.718801,gain,100,True,1200000,100
2022-06-29 15:56:59.172157,frequency,9000000,True,1200000,100
2022-06-29 15:56:59.639425,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1200000,100
2022-06-29 15:57:00.217613,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1190000,100
2022-06-29 15:57:00.798449,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1180000,100
2022-06-29 15:57:01.378470,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1170000,100
2022-06-29 15:57:01.948579,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1160000,100
2022-06-29 15:57:02.531620,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1150000,100
2022-06-29 15:57:03.102643,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1140000,100
2022-06-29 15:57:03.679701,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1130000,100
2022-06-29 15:57:04.250072,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1120000,100
2022-06-29 15:57:04.827281,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1110000,100
2022-06-29 15:57:05.407667,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1100000,100
2022-06-29 15:57:05.987443,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1090000,100
2022-06-29 15:57:06.565105,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1080000,100
2022-06-29 15:57:07.136745,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1070000,100
2022-06-29 15:57:07.719233,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1060000,100
2022-06-29 15:57:08.288852,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1050000,100
2022-06-29 15:57:08.861906,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1040000,100
2022-06-29 15:57:09.446016,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1030000,100
