timestamp,command,argument,signal,frequency,gain
2022-06-28 14:21:44.170093,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1200000,100
2022-06-28 14:21:44.750303,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1190000,100
2022-06-28 14:21:45.319148,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1180000,100
2022-06-28 14:21:45.899382,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1170000,100
2022-06-28 14:21:46.477984,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1160000,100
2022-06-28 14:21:47.044944,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1150000,100
2022-06-28 14:21:47.630661,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1140000,100
2022-06-28 14:21:48.198400,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1130000,100
2022-06-28 14:21:48.786476,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1120000,100
2022-06-28 14:21:49.354612,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1110000,100
2022-06-28 14:21:49.932551,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1100000,100
2022-06-28 14:21:50.509276,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1090000,100
2022-06-28 14:21:51.089750,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1080000,100
2022-06-28 14:21:51.670098,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1070000,100
2022-06-28 14:21:52.239705,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1060000,100
2022-06-28 14:21:52.818711,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1050000,100
2022-06-28 14:21:53.393534,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1040000,100
2022-06-28 14:21:53.976721,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1030000,100
2022-06-28 14:21:54.560008,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1020000,100
2022-06-28 14:21:55.137153,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1010000,100
2022-06-28 14:21:55.728633,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,1000000,100
2022-06-28 14:21:56.939167,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,990000,0
2022-06-28 14:21:57.518870,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,980000,0
2022-06-28 14:21:58.097582,ramp,"[1200000, 900000, 10000, 100, 'ms']",True,970000,0
