timestamp,command,argument,signal,frequency,gain
2022-06-24 11:42:08.680100,on,[],True,6000000,60
2022-06-24 11:42:09.134532,frequency,1000000,True,1000000,60
2022-06-24 11:42:09.592136,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1000000,60
2022-06-24 11:42:10.169007,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1010000,60
2022-06-24 11:42:10.748728,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1020000,60
2022-06-24 11:42:11.334009,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1030000,60
2022-06-24 11:42:11.913303,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1040000,60
2022-06-24 11:42:12.493026,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1050000,60
2022-06-24 11:42:13.063985,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1060000,60
2022-06-24 11:42:13.641802,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1070000,60
2022-06-24 11:42:14.234315,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1080000,60
2022-06-24 11:42:14.814196,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1090000,60
2022-06-24 11:42:15.387777,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1100000,60
2022-06-24 11:42:15.971856,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1110000,60
2022-06-24 11:42:16.546046,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1120000,60
2022-06-24 11:42:17.124489,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1130000,60
2022-06-24 11:42:17.692831,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1140000,60
2022-06-24 11:42:18.281982,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1150000,60
2022-06-24 11:42:18.854216,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1160000,60
2022-06-24 11:42:19.438158,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1170000,60
2022-06-24 11:42:20.010087,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1180000,60
2022-06-24 11:42:20.595161,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1190000,60
2022-06-24 11:42:21.176341,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1200000,60
2022-06-24 11:42:21.758438,ramp,"[1000000, 2000000, 10000, 100, 'ms']",True,1210000,60
